,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36
2282,0.8253968253968254,0.7247706422018348,0.6623376623376623,0.48,0.8225806451612904,0.7222222222222222,0.6623376623376623,0.36936936936936937,0.7419354838709677,0.8118811881188119,0.725,0.45689655172413796,0.7777777777777778,0.7454545454545455,0.7142857142857143,0.42452830188679247,0.7777777777777778,0.8349514563106796,0.6493506493506493,0.47058823529411764,0.7741935483870968,0.8316831683168316,0.6666666666666666,0.5,0.875,0.8173076923076923,0.6835443037974683,0.42990654205607476,0.873015873015873,0.8252427184466019,0.7402597402597403,0.44036697247706424,0.8125,0.7864077669902912,0.7840909090909091,0.5169491525423728
2222,0.746031746031746,0.7614678899082569,0.6883116883116883,0.43,0.7419354838709677,0.7592592592592593,0.6883116883116883,0.36936936936936937,0.8064516129032258,0.8118811881188119,0.6875,0.45689655172413796,0.746031746031746,0.7272727272727273,0.6623376623376623,0.3867924528301887,0.746031746031746,0.7766990291262136,0.6623376623376623,0.43137254901960786,0.8064516129032258,0.7326732673267327,0.6794871794871795,0.46551724137931033,0.75,0.8076923076923077,0.7341772151898734,0.4485981308411215,0.746031746031746,0.7766990291262136,0.6623376623376623,0.45871559633027525,0.828125,0.8155339805825242,0.7727272727272727,0.4915254237288136
3913,0.4126984126984127,0.46788990825688076,0.24675324675324675,0.18,0.4032258064516129,0.46296296296296297,0.24675324675324675,0.1891891891891892,0.46774193548387094,0.5346534653465347,0.2625,0.28448275862068967,0.4603174603174603,0.509090909090909,0.2857142857142857,0.20754716981132076,0.3968253968253968,0.46601941747572817,0.23376623376623376,0.18627450980392157,0.45161290322580644,0.49504950495049505,0.20512820512820512,0.25,0.484375,0.6153846153846154,0.379746835443038,0.2616822429906542,0.4126984126984127,0.5533980582524272,0.36363636363636365,0.2018348623853211,0.421875,0.5242718446601942,0.36363636363636365,0.2966101694915254
2522,0.5396825396825397,0.5137614678899083,0.3116883116883117,0.2,0.532258064516129,0.5740740740740741,0.36363636363636365,0.23423423423423423,0.5967741935483871,0.6138613861386139,0.375,0.3275862068965517,0.4603174603174603,0.4727272727272727,0.2987012987012987,0.19811320754716982,0.5238095238095238,0.5048543689320388,0.35064935064935066,0.24509803921568626,0.5806451612903226,0.5841584158415841,0.4230769230769231,0.33620689655172414,0.4375,0.4423076923076923,0.17721518987341772,0.1588785046728972,0.42857142857142855,0.44660194174757284,0.2597402597402597,0.1743119266055046,0.5625,0.5631067961165048,0.4090909090909091,0.3305084745762712
1772,0.6825396825396826,0.6513761467889908,0.5454545454545454,0.39,0.5967741935483871,0.6111111111111112,0.4935064935064935,0.26126126126126126,0.532258064516129,0.5742574257425742,0.4125,0.31896551724137934,0.7142857142857143,0.6636363636363637,0.5974025974025974,0.3867924528301887,0.7142857142857143,0.7087378640776699,0.6493506493506493,0.4019607843137255,0.7096774193548387,0.7029702970297029,0.6666666666666666,0.4396551724137931,0.671875,0.7307692307692307,0.569620253164557,0.3925233644859813,0.6666666666666666,0.7378640776699029,0.5584415584415584,0.3394495412844037,0.671875,0.7378640776699029,0.625,0.4576271186440678
4561,0.2857142857142857,0.46788990825688076,0.44155844155844154,0.37,0.22580645161290322,0.46296296296296297,0.33766233766233766,0.3153153153153153,0.27419354838709675,0.5346534653465347,0.5,0.4051724137931034,0.2857142857142857,0.4909090909090909,0.5064935064935064,0.36792452830188677,0.23809523809523808,0.5242718446601942,0.4025974025974026,0.3431372549019608,0.22580645161290322,0.5148514851485149,0.4230769230769231,0.3879310344827586,0.15625,0.5,0.4177215189873418,0.3364485981308411,0.19047619047619047,0.5048543689320388,0.35064935064935066,0.3119266055045872,0.265625,0.5048543689320388,0.48863636363636365,0.4322033898305085
138,0.47619047619047616,0.46788990825688076,0.2987012987012987,0.18,0.4032258064516129,0.42592592592592593,0.2987012987012987,0.14414414414414414,0.46774193548387094,0.45544554455445546,0.3125,0.2413793103448276,0.4603174603174603,0.509090909090909,0.33766233766233766,0.24528301886792453,0.4603174603174603,0.5436893203883495,0.2857142857142857,0.21568627450980393,0.3870967741935484,0.49504950495049505,0.3076923076923077,0.25,0.546875,0.5865384615384616,0.4177215189873418,0.2616822429906542,0.4126984126984127,0.5242718446601942,0.3116883116883117,0.2018348623853211,0.359375,0.4854368932038835,0.4090909090909091,0.3644067796610169
3038,0.47619047619047616,0.48623853211009177,0.2597402597402597,0.31,0.46774193548387094,0.5092592592592593,0.36363636363636365,0.23423423423423423,0.46774193548387094,0.5445544554455446,0.325,0.3275862068965517,0.4126984126984127,0.5181818181818182,0.35064935064935066,0.27358490566037735,0.4603174603174603,0.5533980582524272,0.35064935064935066,0.3137254901960784,0.5161290322580645,0.5841584158415841,0.3717948717948718,0.33620689655172414,0.4375,0.5192307692307693,0.3291139240506329,0.22429906542056074,0.49206349206349204,0.5631067961165048,0.3116883116883117,0.23853211009174313,0.5,0.6019417475728155,0.45454545454545453,0.3983050847457627
5024,0.36507936507936506,0.6788990825688074,0.6883116883116883,0.5,0.41935483870967744,0.7129629629629629,0.6883116883116883,0.43243243243243246,0.41935483870967744,0.7227722772277227,0.6875,0.5172413793103449,0.47619047619047616,0.7272727272727273,0.7792207792207793,0.49056603773584906,0.47619047619047616,0.7378640776699029,0.6623376623376623,0.47058823529411764,0.46774193548387094,0.7326732673267327,0.7435897435897436,0.5,0.421875,0.7692307692307693,0.7974683544303798,0.48598130841121495,0.47619047619047616,0.8155339805825242,0.7922077922077922,0.4954128440366973,0.484375,0.7378640776699029,0.7727272727272727,0.5677966101694916
3889,0.30158730158730157,0.6146788990825688,0.6623376623376623,0.44,0.3548387096774194,0.6111111111111112,0.5454545454545454,0.3783783783783784,0.3548387096774194,0.7326732673267327,0.6625,0.5,0.3492063492063492,0.6909090909090909,0.6623376623376623,0.4528301886792453,0.3492063492063492,0.7378640776699029,0.6623376623376623,0.47058823529411764,0.3387096774193548,0.7326732673267327,0.6794871794871795,0.45689655172413796,0.359375,0.7403846153846154,0.6582278481012658,0.4485981308411215,0.3492063492063492,0.7475728155339806,0.6493506493506493,0.45871559633027525,0.296875,0.7475728155339806,0.7045454545454546,0.5338983050847458
