,class
216,1
214,1
268,0
299,1
165,0
169,0
400,0
316,0
287,0
427,1
210,0
94,0
53,1
44,1
438,0
151,0
89,0
366,1
14,0
585,1
517,1
258,1
582,0
456,0
95,0
39,0
129,1
403,0
531,1
160,0
259,1
4,0
564,0
199,0
67,0
572,0
161,0
77,0
134,0
159,1
88,0
279,0
535,1
444,0
472,1
515,1
498,1
231,0
227,0
68,1
448,0
360,0
138,1
43,0
180,0
599,0
21,0
114,0
330,0
541,0
391,1
596,0
565,1
385,0
496,0
246,1
476,1
270,0
395,0
394,0
269,0
354,1
232,1
460,0
518,0
241,0
139,1
282,0
119,1
25,0
547,0
23,0
357,1
513,0
143,1
272,0
567,1
205,0
489,0
75,0
7,0
154,0
491,1
152,0
362,0
364,1
445,0
592,0
288,1
586,0
261,1
303,1
90,1
106,1
451,0
96,1
591,0
499,1
371,1
589,0
365,0
82,0
431,1
157,0
447,0
97,0
256,0
176,0
328,1
40,0
470,1
368,1
392,0
173,0
168,0
465,0
462,0
324,1
416,1
321,0
297,0
274,0
178,0
3,0
18,1
383,1
27,0
193,0
123,1
300,0
326,1
449,1
524,0
563,1
78,1
142,1
66,1
315,0
253,1
404,0
5,0
538,0
560,1
101,1
420,0
149,1
497,0
471,0
464,0
98,1
130,1
393,1
46,0
325,0
417,0
308,0
317,0
209,0
344,1
237,0
501,1
242,0
485,0
74,0
335,0
6,0
257,0
182,0
423,1
495,1
110,0
428,0
349,1
91,0
304,0
15,1
410,0
313,0
424,0
228,1
310,0
295,0
398,0
30,0
26,1
147,1
520,0
581,1
555,0
570,1
542,0
587,0
22,0
144,0
140,1
429,1
559,0
539,0
301,1
411,0
488,1
247,0
174,0
381,1
508,1
223,0
117,1
84,0
19,0
425,0
516,0
294,1
212,1
198,0
486,1
229,0
167,0
255,1
164,0
42,0
577,0
556,1
436,0
457,0
234,0
454,0
189,0
397,0
418,1
558,1
217,0
468,1
264,0
252,0
2,0
181,0
121,0
195,0
399,0
396,0
61,0
402,0
307,1
466,0
276,1
422,0
99,0
63,1
343,0
62,1
113,0
280,1
73,0
220,0
338,0
576,0
345,0
50,0
375,1
413,0
57,0
31,1
185,0
122,1
240,1
377,0
148,0
58,0
389,1
332,1
116,1
533,1
192,0
197,0
266,0
473,0
474,0
8,0
484,1
363,0
150,0
314,0
284,1
102,1
340,1
350,0
118,0
37,1
12,0
306,1
523,1
222,0
503,1
352,0
435,1
545,1
437,1
103,1
243,0
312,0
196,0
408,0
370,1
432,0
275,0
54,0
219,0
155,0
187,0
374,0
201,0
133,0
93,0
135,0
341,0
156,0
507,0
493,1
162,1
361,0
439,1
453,0
433,0
186,0
530,1
500,0
455,0
38,0
512,1
553,0
11,0
137,0
85,1
35,1
172,0
574,0
526,0
236,1
450,0
504,0
226,0
369,0
359,1
419,1
506,0
49,1
153,1
550,0
0,0
13,1
59,0
277,0
492,0
111,0
171,0
120,0
477,0
41,0
469,0
494,0
593,1
224,0
298,1
546,0
527,1
406,0
322,0
348,0
333,0
194,0
184,0
509,0
579,1
239,0
459,0
283,0
296,1
522,1
250,1
146,0
24,1
206,1
482,0
262,0
463,0
115,0
302,0
409,0
64,0
290,0
293,0
80,0
441,1
421,1
319,0
487,0
128,0
594,0
505,0
45,1
20,1
552,0
318,0
578,1
534,0
327,0
461,0
125,1
331,0
127,1
