,LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL
1383,0.022222222222222223,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.029239766081871343,0.0,0.0,0.0,1.0,0.0028089887640449437,0.0,0.0,0.02040816326530612,0.14285714285714285,0.00690017450763916,0.03485400046472,0.00022395351651858725,0.002288329519450801,0.007324729682595047,0.3283582089552239,0.00022395352450711606,0.00266061519098381,1.0,0.0,0.0,0.0035211267605633804,0.056768558951965066,0.0042765502494654314,0.00889152341434499,0.0066555740432612314,0.15789473684210525,0.008739076154806492,0.0,0.01904761904761905
637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05847953216374269,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.01020408163265306,0.0,0.0023727696855301112,0.011618000154906667,8.560914240007158e-06,0.0,0.0013951866062085804,1.0,8.60371911810595e-06,0.0003051164209843819,1.0,0.0,0.0,0.0,0.1091703056768559,0.0007127583749109052,0.0017783046828689982,0.0016638935108153079,0.07894736842105263,0.003745318352059925,0.0,0.009523809523809525
466,0.14444444444444443,0.053763440860215055,0.08333333333333333,0.014705882352941176,0.0,0.053763440860215055,0.053763440860215055,0.029239766081871343,0.053763440860215055,0.4,0.014285714285714285,0.32323232323232326,0.06460674157303371,0.0,0.0,0.11734693877551021,0.2857142857142857,0.006561843370490402,0.22593137634575167,0.008947346774705881,0.016018306636155607,0.02999651203348448,0.04477611940298507,0.008947354227957463,0.016400007627910523,0.16161616161616163,0.053763440860215055,0.053763440860215055,0.06338028169014084,0.06550218340611354,0.024946543121881683,0.03023117960877297,0.019966722129783693,0.5263157894736842,0.04744069912609238,0.04482906901741561,0.11428571428571428
584,0.044444444444444446,0.03225806451612903,0.08333333333333333,0.0,0.038461538461538464,0.03225806451612903,0.03225806451612903,0.021052631578947364,0.03225806451612903,0.4,0.014285714285714285,0.494949494949495,0.042134831460674156,0.0,0.0,0.11224489795918367,0.14285714285714285,0.008284661134655792,0.1806986290759817,0.007228821716071644,0.016018306636155607,0.03348447854900593,0.05970149253731343,0.007228793437545345,0.016562482122084707,0.24242424242424243,0.03225806451612903,0.03225806451612903,0.04225352112676056,0.056768558951965066,0.021382751247327157,0.03912270302311796,0.014975041597337771,0.3684210526315789,0.03745318352059925,0.12900451515803055,0.10476190476190476
1200,0.044444444444444446,0.021505376344086023,0.041666666666666664,0.0,0.0,0.0,0.021505376344086023,0.05847953216374269,0.0,0.0,0.014285714285714285,0.6666666666666667,0.025280898876404494,0.0,0.0,0.030612244897959183,0.0,0.0051729050179849705,0.07551700100689333,0.0007880820944590589,0.004576659038901602,0.010115102895012208,0.14925373134328357,0.0007880749884748687,0.004321211312191308,0.32323232323232326,0.0,0.0,0.02464788732394366,0.1091703056768559,0.009265858873841768,0.00948429164196799,0.009983361064891847,0.23684210526315788,0.01373283395755306,0.0,0.02857142857142857
1365,0.1111111111111111,0.0,0.041666666666666664,0.014705882352941176,0.0,0.0,0.0,0.03859649122807018,0.0,0.0,0.0,1.0,0.008426966292134831,0.0,0.0,0.01020408163265306,0.14285714285714285,0.005368780939492147,0.011618000154906667,1.9361934372816186e-05,0.0011441647597254005,0.002441576560865016,1.0,1.9390471445283558e-05,0.0006899445069509334,1.0,0.0,0.0,0.01056338028169014,0.026200873362445413,0.0021382751247327157,0.0023710729104919974,0.004991680532445923,0.07894736842105263,0.02122347066167291,0.3583100408514298,0.014285714285714285
658,0.18888888888888888,0.08602150537634409,0.25,0.11764705882352941,0.14102564102564102,0.08602150537634409,0.08602150537634409,0.01871345029239766,0.08602150537634409,0.4,0.07142857142857142,0.6666666666666667,0.13202247191011235,0.0,0.0,0.23979591836734693,0.14285714285714285,0.038583104811424906,0.2136162961815506,0.047034989776306525,0.09153318077803203,0.13114754098360656,0.05970149253731343,0.04703499145406705,0.09117031217223823,0.10101010101010102,0.08602150537634409,0.08602150537634409,0.13732394366197184,0.048034934497816595,0.12188168210976479,0.12151748666271488,0.10316139767054909,0.5263157894736842,0.10486891385767791,0.3095033326166416,0.2619047619047619
16,0.044444444444444446,0.0967741935483871,0.08333333333333333,0.0,0.0,0.0,0.0967741935483871,0.10643274853801168,0.0,0.0,0.11428571428571428,0.898989898989899,0.0898876404494382,0.0,0.0,0.05612244897959184,0.0,0.008173367997435805,0.1876694291689257,0.007686894834768827,0.017162471395881007,0.03383327520055807,0.05970149253731343,0.007686845170295852,0.016962184633574247,0.09090909090909093,0.0,0.0,0.08098591549295775,0.2576419213973799,0.029223093371347115,0.03319502074688797,0.018302828618968387,0.34210526315789475,0.019975031210986267,0.0,0.05238095238095238
1229,0.011111111111111112,0.053763440860215055,0.08333333333333333,0.0,0.0,0.0,0.053763440860215055,0.03859649122807018,0.0,0.0,0.014285714285714285,0.32323232323232326,0.056179775280898875,0.07246376811594203,1.0,0.09183673469387756,0.5714285714285714,0.008654154350226147,0.15986368213151575,0.005909720379495341,0.014874141876430207,0.02825252877572375,0.07462686567164178,0.005909727724393341,0.015305021072102826,1.0,0.0,0.0,0.0528169014084507,0.13100436681222707,0.024233784746970778,0.027860106698280974,0.02329450915141431,0.4473684210526316,0.02372034956304619,0.0,0.08571428571428572
636,0.0,0.010752688172043012,0.0,0.0,0.0,0.0,0.010752688172043012,0.11695906432748537,0.0,0.0,0.0,0.494949494949495,0.011235955056179775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.494949494949495,0.0,0.0,0.01056338028169014,0.09606986899563319,0.0,0.0,0.0,0.0,0.009987515605493134,0.0,0.0
1005,0.03333333333333333,0.010752688172043012,0.0,0.029411764705882353,0.0,0.010752688172043012,0.010752688172043012,0.029239766081871343,0.010752688172043012,0.4,0.0,0.494949494949495,0.014044943820224719,0.0,0.0,0.030612244897959183,0.0,0.004620891057373838,0.076678801022384,0.000726044002599807,0.003432494279176201,0.009417509591907918,0.14925373134328357,0.0007260511625935975,0.003920746009649307,0.494949494949495,0.010752688172043012,0.010752688172043012,0.014084507042253521,0.06550218340611354,0.007840342124019958,0.00948429164196799,0.008319467554076539,0.23684210526315788,0.0149812734082397,0.2687594065792303,0.0380952380952381
516,0.15555555555555556,0.021505376344086023,0.16666666666666666,0.08823529411764706,0.47435897435897434,0.0,0.021505376344086023,0.011695906432748537,0.0,0.0,0.014285714285714285,0.6666666666666667,0.05337078651685393,0.0,0.0,0.12755102040816327,0.14285714285714285,0.014882118309056589,0.14816822864224302,0.008728251577018497,0.02402745995423341,0.04220439483780956,0.07462686567164178,0.008728280424741214,0.024391388089017713,0.32323232323232326,0.0,0.0,0.05985915492957746,0.013100436681222707,0.039201710620099785,0.03912270302311796,0.03826955074875208,0.42105263157894735,0.11235955056179775,0.6798537948828209,0.14761904761904762
167,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.008187134502923977,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.07653061224489796,0.42857142857142855,0.014601659603262223,0.0726512276353497,0.0020563744050209193,0.011441647597254004,0.024415765608650157,0.16417910447761194,0.002056417282945502,0.011726386849482255,1.0,0.0,0.0,0.0,0.026200873362445413,0.01781895937277263,0.026674570243034972,0.019966722129783693,0.23684210526315788,0.019975031210986267,0.0,0.07142857142857142
