,class
200,0
302,0
88,1
548,1
248,0
417,0
242,0
419,0
511,1
425,0
273,0
295,0
545,1
215,0
161,1
3,1
42,0
252,1
462,0
37,0
96,0
343,1
329,1
125,1
291,0
101,1
211,0
41,1
122,1
546,1
395,0
392,0
428,1
34,0
491,0
247,0
224,0
158,1
206,0
466,0
393,0
190,0
318,1
341,1
93,0
308,1
254,0
296,0
106,0
209,0
369,0
385,0
514,1
104,1
316,1
327,1
246,0
1,1
241,0
370,0
145,1
394,0
448,0
544,1
48,1
403,0
172,1
551,1
257,0
306,0
360,1
156,1
298,0
232,0
344,1
301,1
541,1
186,0
554,1
28,0
411,0
260,1
98,0
270,0
427,0
516,1
325,1
405,1
354,1
170,1
49,0
505,0
225,0
376,0
58,0
414,0
526,1
47,1
56,0
363,1
221,1
534,1
50,0
530,1
116,1
176,0
532,1
488,0
123,1
29,0
498,0
300,1
366,0
54,0
338,1
132,1
149,1
539,1
119,1
529,1
389,1
121,1
205,1
521,1
387,0
319,1
94,0
283,0
71,1
174,0
218,0
284,1
359,1
507,0
512,1
432,0
259,0
115,1
142,1
339,1
162,1
492,1
312,0
290,0
456,0
540,1
240,0
463,0
127,1
424,0
187,0
333,1
231,0
199,0
473,0
188,1
520,1
118,1
328,1
144,1
337,1
269,1
164,1
171,1
263,0
501,1
416,0
229,1
137,1
202,0
555,1
288,0
374,0
496,0
356,1
146,1
195,0
543,1
400,0
86,0
181,1
472,0
6,1
87,1
222,0
321,1
204,1
57,0
317,1
490,0
9,1
340,1
134,1
64,1
504,0
111,1
279,0
443,0
431,0
458,0
408,0
114,1
89,1
238,0
289,0
309,1
440,0
460,1
135,1
418,0
485,1
180,1
153,1
165,1
214,0
373,1
489,0
239,0
274,0
280,0
517,1
7,1
39,0
46,0
381,1
8,1
406,0
5,1
324,1
495,0
15,0
234,0
92,1
85,0
91,0
141,1
100,0
375,0
362,1
285,1
282,0
396,1
185,0
508,1
332,1
207,0
481,0
350,1
84,1
353,1
531,1
477,1
444,1
513,1
208,0
262,0
437,1
31,0
465,0
470,0
422,0
264,0
313,0
364,1
196,1
140,1
334,1
398,0
159,1
65,1
131,1
108,1
67,1
169,1
32,0
397,1
310,0
537,1
68,1
439,0
518,1
179,0
255,0
542,1
78,0
281,0
351,1
552,1
383,0
126,1
253,1
287,0
268,1
447,0
157,1
304,0
475,0
245,1
230,0
346,1
322,1
423,0
198,0
109,1
452,1
478,0
2,1
357,1
453,1
69,1
33,0
426,0
163,1
55,0
258,0
43,0
500,1
27,0
61,1
113,1
45,0
553,1
457,0
352,1
449,0
107,1
469,1
549,1
365,1
347,1
53,0
36,1
24,0
80,0
271,0
307,0
486,0
494,0
16,0
509,1
476,1
81,0
139,1
451,0
550,1
479,0
533,1
178,0
377,0
256,0
52,0
390,0
384,0
519,1
378,0
25,0
320,1
455,0
299,0
407,0
525,1
355,1
203,0
191,0
409,0
23,0
213,1
547,1
117,1
297,0
12,0
522,1
349,1
450,0
391,0
474,0
480,0
243,0
223,0
361,1
143,1
249,0
275,0
72,1
150,1
336,1
216,0
420,1
22,0
