,RollRate,PitchRate,currPitch,currRoll,diffRollRate
2427,0.43376623376623374,0.49189189189189186,0.2978723404255319,0.5544554455445544,0.5948275862068966
4661,0.43636363636363634,0.427027027027027,0.425531914893617,0.5544554455445544,0.5948275862068966
98,0.709090909090909,0.47567567567567565,0.40425531914893614,0.43564356435643564,0.646551724137931
5092,0.3766233766233766,0.518918918918919,0.3191489361702127,0.7227722772277229,0.581896551724138
4864,0.5662337662337662,0.7567567567567567,0.3829787234042554,0.6039603960396039,0.5258620689655173
5203,0.7740259740259741,0.6378378378378379,0.5319148936170213,0.2871287128712871,0.8362068965517242
678,0.561038961038961,0.4054054054054054,0.3404255319148936,0.7722772277227722,0.6077586206896551
4708,0.6753246753246753,0.45405405405405397,0.3617021276595745,0.24752475247524752,0.7413793103448275
7031,0.3142857142857143,0.4108108108108108,0.2978723404255319,0.5247524752475248,0.5474137931034483
4148,0.5974025974025974,0.39459459459459456,0.2978723404255319,0.594059405940594,0.6551724137931034
3679,0.7792207792207791,0.37297297297297294,0.2127659574468085,0.48514851485148514,0.685344827586207
4815,0.6779220779220779,0.36756756756756753,0.3829787234042554,0.6237623762376238,0.6206896551724138
5301,0.6415584415584416,0.48648648648648646,0.425531914893617,0.6534653465346535,0.6422413793103449
6720,0.37142857142857144,0.3513513513513513,0.23404255319148934,0.6138613861386139,0.4698275862068966
2362,0.8337662337662337,0.5351351351351351,0.3191489361702127,0.4554455445544554,0.6422413793103449
3092,0.6753246753246753,0.3567567567567567,0.23404255319148934,0.4752475247524752,0.6982758620689655
4777,0.3636363636363636,0.5135135135135134,0.3829787234042554,0.5544554455445544,0.6163793103448276
3541,0.41038961038961036,0.4702702702702702,0.3829787234042554,0.6534653465346535,0.4482758620689656
5331,0.4415584415584415,0.6054054054054053,0.3617021276595745,0.5544554455445544,0.6163793103448276
5829,0.4415584415584415,0.8324324324324324,0.425531914893617,0.06930693069306937,0.668103448275862
5553,0.6363636363636364,0.37837837837837834,0.40425531914893614,0.7524752475247524,0.5560344827586207
1765,0.6441558441558441,0.5837837837837837,0.4680851063829787,0.7326732673267328,0.6120689655172414
2232,0.40519480519480516,0.5729729729729729,0.5106382978723404,0.4554455445544554,0.5258620689655173
4716,0.41038961038961036,0.4324324324324324,0.3617021276595745,0.5247524752475248,0.5560344827586207
399,0.7142857142857143,0.5351351351351351,0.48936170212765956,0.26732673267326734,0.7931034482758621
4104,0.5246753246753246,0.4648648648648648,0.851063829787234,0.22772277227722773,0.6896551724137931
1246,0.696103896103896,0.6162162162162161,0.4680851063829787,0.4059405940594059,0.7198275862068966
3251,0.6545454545454545,0.39999999999999997,0.2765957446808511,0.16831683168316833,0.9224137931034483
4943,0.5272727272727272,0.4702702702702702,0.3617021276595745,0.396039603960396,0.646551724137931
6196,0.5428571428571428,0.49189189189189186,0.48936170212765956,0.4059405940594059,0.6724137931034483
5392,0.7246753246753247,0.6,0.3617021276595745,0.6237623762376238,0.5948275862068966
587,0.6727272727272727,0.36756756756756753,0.3191489361702127,0.6039603960396039,0.6120689655172414
5424,0.35324675324675325,0.4702702702702702,0.2765957446808511,0.17821782178217824,0.810344827586207
4631,0.7402597402597402,0.589189189189189,0.425531914893617,0.4554455445544554,0.7112068965517241
1553,0.683116883116883,0.5567567567567567,0.2127659574468085,0.6138613861386139,0.646551724137931
2664,0.4831168831168831,0.4216216216216216,0.23404255319148934,0.34653465346534656,0.685344827586207
2925,0.5298701298701298,0.3351351351351351,0.48936170212765956,0.4059405940594059,0.6939655172413793
2149,0.4415584415584415,0.4324324324324324,0.3617021276595745,0.6336633663366337,0.6077586206896551
4613,0.42077922077922075,0.681081081081081,0.44680851063829785,0.5841584158415841,0.33620689655172414
4261,0.4155844155844156,0.5243243243243243,0.2765957446808511,0.19801980198019806,0.7198275862068966
6211,0.4155844155844156,0.5297297297297296,0.3829787234042554,0.3861386138613862,0.6594827586206897
555,0.5766233766233766,0.47567567567567565,0.2553191489361702,0.594059405940594,0.6551724137931034
4044,0.7792207792207791,0.4324324324324324,0.2765957446808511,0.42574257425742573,0.7327586206896552
246,0.5974025974025974,0.4162162162162162,0.3829787234042554,0.594059405940594,0.6508620689655172
4730,0.4831168831168831,0.4162162162162162,0.2978723404255319,0.3762376237623763,0.6508620689655172
7059,0.42077922077922075,0.518918918918919,0.40425531914893614,0.3564356435643565,0.7758620689655172
3218,0.38701298701298703,0.6054054054054053,0.4680851063829787,0.891089108910891,0.25862068965517243
692,0.42337662337662335,0.5351351351351351,0.5319148936170213,0.4752475247524752,0.5862068965517242
2659,0.6337662337662338,0.4486486486486486,0.3404255319148936,0.6237623762376238,0.5862068965517242
1396,0.7584415584415584,0.5135135135135134,0.3191489361702127,0.44554455445544555,0.7198275862068966
3894,0.5766233766233766,0.518918918918919,0.1914893617021277,0.8019801980198019,0.564655172413793
2441,0.4415584415584415,0.3405405405405405,0.6170212765957447,0.6534653465346535,0.521551724137931
809,0.7532467532467532,0.47567567567567565,0.3191489361702127,0.8019801980198019,0.44396551724137934
285,0.34285714285714286,0.3297297297297297,0.23404255319148934,0.702970297029703,0.5172413793103449
4254,0.4571428571428571,0.4702702702702702,0.3617021276595745,0.3663366336633664,0.646551724137931
635,0.4805194805194805,0.36756756756756753,0.23404255319148934,0.396039603960396,0.6422413793103449
3012,0.5922077922077922,0.5837837837837837,0.3404255319148936,0.7821782178217821,0.48275862068965514
4932,0.3688311688311688,0.36756756756756753,0.3404255319148936,0.712871287128713,0.581896551724138
5740,0.5922077922077922,0.37837837837837834,0.40425531914893614,0.5841584158415841,0.603448275862069
1540,0.5558441558441558,0.4648648648648648,0.4680851063829787,0.6039603960396039,0.6120689655172414
5472,0.35324675324675325,0.43783783783783775,0.574468085106383,0.5544554455445544,0.5129310344827587
6622,0.4441558441558441,0.427027027027027,0.3191489361702127,0.5841584158415841,0.5948275862068966
6435,0.6779220779220779,0.5351351351351351,0.23404255319148934,0.44554455445544555,0.668103448275862
3750,0.6597402597402597,0.3513513513513513,0.3404255319148936,0.396039603960396,0.6508620689655172
789,0.4311688311688312,0.5513513513513513,0.3191489361702127,0.6237623762376238,0.5775862068965517
2292,0.5844155844155844,0.2648648648648648,0.23404255319148934,0.594059405940594,0.6508620689655172
5497,0.2519480519480519,0.6540540540540539,0.4680851063829787,0.6435643564356436,0.6379310344827586
2742,0.5532467532467532,0.4216216216216216,0.2978723404255319,0.4059405940594059,0.7025862068965517
6376,0.4649350649350649,0.39459459459459456,0.23404255319148934,0.3861386138613862,0.646551724137931
5948,0.44675324675324674,0.5459459459459458,0.425531914893617,0.712871287128713,0.564655172413793
4487,0.5714285714285714,0.6324324324324324,0.3404255319148936,0.594059405940594,0.6206896551724138
1622,0.6909090909090909,0.5351351351351351,0.3617021276595745,0.6534653465346535,0.603448275862069
3609,0.7350649350649351,0.5027027027027027,0.40425531914893614,0.42574257425742573,0.7974137931034483
3492,0.34285714285714286,0.39999999999999997,0.425531914893617,0.5445544554455445,0.5991379310344828
525,0.6649350649350649,0.3297297297297297,0.3191489361702127,0.6138613861386139,0.6637931034482759
6095,0.3506493506493506,0.481081081081081,0.425531914893617,0.4554455445544554,0.564655172413793
6160,0.7298701298701299,0.37837837837837834,0.1702127659574468,0.4554455445544554,0.771551724137931
2731,0.6753246753246753,0.4054054054054054,0.2765957446808511,0.27722772277227725,0.7112068965517241
2725,0.7402597402597402,0.36756756756756753,0.23404255319148934,0.4554455445544554,0.6508620689655172
2227,0.4285714285714286,0.5351351351351351,0.2978723404255319,0.3861386138613862,0.6939655172413793
5407,0.6649350649350649,0.5297297297297296,0.40425531914893614,0.6831683168316832,0.4224137931034483
3291,0.6909090909090909,0.37837837837837834,0.48936170212765956,0.44554455445544555,0.6896551724137931
916,0.6467532467532467,0.4216216216216216,0.1702127659574468,0.3663366336633664,0.9396551724137931
5159,0.7298701298701299,0.3891891891891891,0.2127659574468085,0.3069306930693069,0.75
1557,0.4805194805194805,0.37837837837837834,0.2978723404255319,0.3861386138613862,0.6551724137931034
2165,0.6883116883116883,0.48648648648648646,0.3191489361702127,0.504950495049505,0.6810344827586207
3300,0.42077922077922075,0.4216216216216216,0.2553191489361702,0.3564356435643565,0.6767241379310345
5869,0.45454545454545453,0.5027027027027027,0.3829787234042554,0.5742574257425742,0.581896551724138
4440,0.6519480519480518,0.45405405405405397,0.14893617021276595,0.4158415841584158,0.7629310344827587
4962,0.44935064935064933,0.3891891891891891,0.3191489361702127,0.5643564356435643,0.5948275862068966
753,0.7584415584415584,0.31891891891891894,0.2765957446808511,0.4554455445544554,0.8448275862068966
647,0.45454545454545453,0.508108108108108,0.6170212765957447,0.5544554455445544,0.6379310344827586
2804,0.2597402597402597,0.2648648648648648,0.3191489361702127,0.6930693069306931,0.5344827586206896
3829,0.1896103896103896,0.6378378378378379,0.3404255319148936,0.504950495049505,0.6120689655172414
4832,0.3506493506493506,0.5621621621621621,0.4680851063829787,0.5742574257425742,0.5862068965517242
943,0.39740259740259737,0.6702702702702702,0.8297872340425532,0.5544554455445544,0.564655172413793
680,0.37142857142857144,0.48648648648648646,0.3191489361702127,0.3861386138613862,0.6724137931034483
195,0.4597402597402598,0.4972972972972972,0.3617021276595745,0.3762376237623763,0.646551724137931
2542,0.2987012987012987,0.481081081081081,0.2978723404255319,0.4752475247524752,0.5905172413793104
4096,0.7168831168831169,0.3621621621621621,0.2553191489361702,0.42574257425742573,0.7456896551724138
1314,0.6597402597402597,0.589189189189189,0.48936170212765956,0.23762376237623764,0.7844827586206896
2202,0.5792207792207792,0.45405405405405397,0.425531914893617,0.594059405940594,0.6293103448275862
4322,0.24415584415584413,0.427027027027027,0.425531914893617,0.7227722772277229,0.625
1939,0.5818181818181818,0.43783783783783775,0.3191489361702127,0.6039603960396039,0.6594827586206897
1050,0.44675324675324674,0.5567567567567567,0.3617021276595745,0.3762376237623763,0.7155172413793104
4403,0.38701298701298703,0.5567567567567567,0.3829787234042554,0.6039603960396039,0.5043103448275862
6116,0.5688311688311688,0.7243243243243243,0.5319148936170213,0.594059405940594,0.5344827586206896
3722,0.7142857142857143,0.5621621621621621,0.3617021276595745,0.5346534653465347,0.6896551724137931
6517,0.43376623376623374,0.627027027027027,0.425531914893617,0.3762376237623763,0.6293103448275862
5299,0.6311688311688312,0.4324324324324324,0.3617021276595745,0.5742574257425742,0.6422413793103449
2879,0.6233766233766234,0.37297297297297294,0.3191489361702127,0.6039603960396039,0.6939655172413793
1951,0.7220779220779221,0.43783783783783775,0.3191489361702127,0.297029702970297,0.685344827586207
